N,P,K,temperature,humidity,ph,rainfall,soil_texture,crop_label
19.0,7.0,10.0,14.78,91.22,6.12,100.2,1.0,4.0
19.0,17.0,39.0,24.72,85.56,6.73,111.28,3.0,2.0
32.0,71.0,85.0,20.63,14.44,6.4,92.07,1.0,7.0
25.0,62.0,21.0,26.73,68.14,7.04,67.15,3.0,1.0
107.0,22.0,54.0,28.0,90.85,6.63,21.62,3.0,8.0
24.0,55.0,78.0,17.3,15.15,6.65,75.58,1.0,7.0
59.0,69.0,80.0,19.08,17.87,8.17,69.41,1.0,7.0
110.0,25.0,54.0,28.91,90.78,6.43,23.44,3.0,8.0
39.0,28.0,10.0,31.35,91.48,7.18,109.15,1.0,4.0
13.0,22.0,5.0,19.67,90.5,7.76,100.17,1.0,4.0
39.0,24.0,14.0,30.55,90.9,7.19,106.07,1.0,4.0
6.0,77.0,25.0,20.61,24.36,5.79,69.64,0.0,0.0
11.0,10.0,45.0,22.63,88.46,6.4,109.04,3.0,2.0
90.0,15.0,52.0,27.05,91.38,6.45,23.66,3.0,8.0
88.0,35.0,40.0,23.58,83.59,5.85,291.3,0.0,6.0
99.0,41.0,36.0,24.46,82.75,6.74,182.56,0.0,6.0
5.0,65.0,16.0,21.33,18.49,5.87,109.1,0.0,0.0
20.0,69.0,15.0,23.44,22.77,5.93,107.41,0.0,0.0
30.0,65.0,25.0,32.89,64.59,7.71,71.51,3.0,1.0
83.0,29.0,52.0,25.76,87.59,6.7,46.05,2.0,5.0
84.0,57.0,25.0,22.54,67.99,6.49,64.41,3.0,3.0
8.0,16.0,6.0,12.23,90.26,7.11,108.42,1.0,4.0
30.0,44.0,16.0,29.73,82.89,6.44,50.92,1.0,9.0
48.0,61.0,21.0,30.28,61.69,6.63,65.63,3.0,1.0
34.0,60.0,23.0,20.13,24.97,5.66,100.05,0.0,0.0
18.0,23.0,8.0,21.49,93.44,6.41,101.48,1.0,4.0
117.0,27.0,48.0,26.53,82.39,6.84,54.31,2.0,5.0
27.0,62.0,77.0,18.2,14.71,6.58,70.18,1.0,7.0
18.0,74.0,15.0,24.9,22.28,5.71,146.47,0.0,0.0
87.0,60.0,23.0,20.27,63.91,6.44,62.5,3.0,3.0
61.0,59.0,17.0,23.34,59.25,6.47,105.01,3.0,3.0
31.0,48.0,17.0,28.88,86.94,6.59,53.8,1.0,9.0
25.0,68.0,77.0,20.09,15.11,7.7,85.75,1.0,7.0
14.0,19.0,14.0,17.68,94.36,6.7,108.06,1.0,4.0
91.0,55.0,15.0,18.09,72.61,6.38,78.96,3.0,3.0
95.0,39.0,36.0,23.86,83.15,5.56,285.25,0.0,6.0
3.0,77.0,25.0,24.85,22.89,5.61,62.21,0.0,0.0
28.0,6.0,40.0,22.11,91.34,6.77,106.87,3.0,2.0
22.0,79.0,17.0,21.42,20.4,5.91,116.52,0.0,0.0
25.0,78.0,76.0,17.48,15.76,7.23,66.97,1.0,7.0
22.0,9.0,44.0,24.72,88.88,5.74,112.19,3.0,2.0
22.0,56.0,17.0,29.88,87.33,6.89,44.75,1.0,9.0
36.0,65.0,80.0,18.29,16.68,6.05,74.87,1.0,7.0
37.0,78.0,79.0,19.95,14.83,7.79,88.68,1.0,7.0
91.0,7.0,52.0,25.08,83.46,6.41,56.4,2.0,5.0
66.0,54.0,21.0,25.19,60.2,5.92,72.12,3.0,3.0
7.0,60.0,25.0,28.28,82.76,6.4,56.05,1.0,9.0
82.0,43.0,38.0,23.29,81.43,5.11,242.32,0.0,6.0
9.0,48.0,22.0,27.77,87.1,6.4,49.51,1.0,9.0
12.0,29.0,40.0,19.68,89.75,6.59,111.28,3.0,2.0
14.0,67.0,22.0,23.83,24.75,5.62,84.64,0.0,0.0
112.0,25.0,51.0,25.05,85.57,6.93,56.72,2.0,5.0
1.0,62.0,23.0,15.44,18.37,5.61,139.03,0.0,0.0
5.0,65.0,16.0,21.33,18.49,5.87,109.1,0.0,0.0
37.0,6.0,13.0,26.03,91.51,7.51,101.28,1.0,4.0
31.0,37.0,21.0,27.24,86.4,6.71,37.31,1.0,9.0
27.0,63.0,19.0,20.93,21.19,5.56,133.19,0.0,0.0
73.0,58.0,21.0,19.97,57.68,6.6,60.65,3.0,3.0
24.0,18.0,6.0,26.57,94.45,6.29,116.38,1.0,4.0
26.0,80.0,83.0,17.08,16.15,7.53,71.31,1.0,7.0
13.0,22.0,5.0,19.67,90.5,7.76,100.17,1.0,4.0
31.0,8.0,7.0,34.51,93.64,7.16,103.57,1.0,4.0
53.0,65.0,76.0,20.19,16.42,6.72,77.34,1.0,7.0
80.0,16.0,46.0,25.5,81.4,6.94,48.48,2.0,5.0
19.0,17.0,39.0,24.72,85.56,6.73,111.28,3.0,2.0
23.0,30.0,44.0,20.94,85.43,6.12,103.03,3.0,2.0
26.0,18.0,42.0,19.73,89.65,6.91,108.23,3.0,2.0
36.0,68.0,20.0,17.06,23.77,5.86,81.83,0.0,0.0
24.0,67.0,22.0,20.12,22.9,5.62,104.63,0.0,0.0
22.0,72.0,85.0,18.87,15.66,6.39,88.51,1.0,7.0
43.0,79.0,79.0,19.41,18.98,7.81,80.25,1.0,7.0
32.0,60.0,83.0,19.69,19.44,8.83,91.76,1.0,7.0
37.0,74.0,15.0,24.92,18.23,5.58,62.71,0.0,0.0
31.0,26.0,9.0,11.7,93.26,7.57,103.2,1.0,4.0
86.0,59.0,35.0,25.79,82.11,6.95,243.51,0.0,6.0
36.0,29.0,13.0,20.68,90.92,7.83,109.75,1.0,4.0
101.0,11.0,51.0,25.51,84.24,6.79,44.21,2.0,5.0
98.0,26.0,52.0,27.34,90.7,6.15,28.69,3.0,8.0
40.0,58.0,15.0,29.46,87.61,6.98,43.15,1.0,9.0
39.0,76.0,76.0,19.97,15.57,6.14,69.16,1.0,7.0
11.0,14.0,5.0,11.5,94.89,6.95,115.57,1.0,4.0
99.0,57.0,35.0,26.76,81.18,5.96,272.3,0.0,6.0
5.0,74.0,21.0,16.24,21.36,5.59,66.97,0.0,0.0
32.0,79.0,15.0,23.91,20.75,5.71,81.6,0.0,0.0
98.0,35.0,18.0,23.8,74.83,6.25,91.76,3.0,3.0
34.0,60.0,25.0,29.78,85.17,6.79,40.78,1.0,9.0
8.0,23.0,38.0,19.3,87.18,7.01,105.48,3.0,2.0
25.0,70.0,16.0,19.63,18.91,5.76,106.36,0.0,0.0
110.0,22.0,47.0,29.03,91.82,6.24,24.94,3.0,8.0
37.0,18.0,12.0,10.27,90.19,7.4,106.7,1.0,4.0
84.0,50.0,44.0,25.49,81.41,5.94,182.65,0.0,6.0
51.0,72.0,75.0,18.89,14.99,7.1,80.11,1.0,7.0
81.0,41.0,38.0,22.68,83.73,7.52,200.91,0.0,6.0
26.0,80.0,83.0,17.08,16.15,7.53,71.31,1.0,7.0
31.0,26.0,9.0,11.7,93.26,7.57,103.2,1.0,4.0
19.0,78.0,16.0,20.65,23.11,5.97,67.72,0.0,0.0
99.0,29.0,55.0,29.19,91.46,6.66,26.48,3.0,8.0
39.0,28.0,10.0,31.35,91.48,7.18,109.15,1.0,4.0
10.0,55.0,23.0,21.19,19.63,5.73,137.19,0.0,0.0
113.0,20.0,48.0,27.47,94.88,6.44,27.28,3.0,8.0
12.0,61.0,19.0,19.33,24.14,5.66,68.51,0.0,0.0
94.0,50.0,37.0,25.67,80.66,6.95,209.59,0.0,6.0
22.0,64.0,82.0,19.49,17.17,6.47,87.51,1.0,7.0
37.0,24.0,13.0,19.14,90.71,7.85,108.02,1.0,4.0
59.0,60.0,84.0,19.03,18.67,7.69,94.71,1.0,7.0
4.0,59.0,25.0,27.69,81.94,6.23,54.62,1.0,9.0
2.0,38.0,18.0,27.54,89.93,6.62,45.49,1.0,9.0
83.0,58.0,45.0,25.76,83.52,5.88,245.66,0.0,6.0
35.0,69.0,23.0,16.79,24.97,5.58,75.45,0.0,0.0
3.0,9.0,45.0,23.89,89.62,6.54,104.62,3.0,2.0
26.0,65.0,22.0,17.85,18.78,5.95,143.1,0.0,0.0
6.0,7.0,7.0,27.68,94.47,7.2,114.0,1.0,4.0
99.0,6.0,45.0,26.13,86.55,6.0,40.71,2.0,5.0
9.0,25.0,41.0,24.82,91.91,5.97,109.29,3.0,2.0
22.0,54.0,20.0,28.56,83.64,6.69,41.01,1.0,9.0
60.0,68.0,83.0,19.12,18.43,6.62,85.53,1.0,7.0
34.0,9.0,36.0,22.81,86.34,6.28,110.44,3.0,2.0
34.0,60.0,23.0,20.13,24.97,5.66,100.05,0.0,0.0
21.0,17.0,15.0,23.98,91.55,7.46,118.49,1.0,4.0
15.0,9.0,11.0,11.55,94.15,7.91,108.83,1.0,4.0
98.0,53.0,38.0,20.27,81.64,5.01,270.44,0.0,6.0
91.0,24.0,55.0,26.27,83.09,6.26,46.77,2.0,5.0
39.0,71.0,84.0,20.28,16.4,8.14,82.52,1.0,7.0
29.0,77.0,75.0,17.5,15.48,7.78,72.94,1.0,7.0
4.0,13.0,6.0,15.63,94.26,7.56,101.47,1.0,4.0
98.0,26.0,49.0,27.29,90.53,6.13,23.5,3.0,8.0
86.0,18.0,45.0,28.97,90.72,6.57,22.26,3.0,8.0
34.0,66.0,19.0,32.97,60.18,7.59,73.45,3.0,1.0
94.0,50.0,37.0,25.67,80.66,6.95,209.59,0.0,6.0
8.0,23.0,38.0,19.3,87.18,7.01,105.48,3.0,2.0
59.0,60.0,84.0,19.03,18.67,7.69,94.71,1.0,7.0
29.0,21.0,45.0,23.41,93.13,6.75,105.22,3.0,2.0
40.0,29.0,42.0,24.63,89.02,7.1,110.7,3.0,2.0
55.0,67.0,16.0,34.37,69.69,6.6,70.27,3.0,1.0
87.0,35.0,25.0,21.45,63.16,6.18,65.89,3.0,3.0
17.0,77.0,24.0,20.77,18.93,5.57,109.02,0.0,0.0
39.0,71.0,84.0,20.28,16.4,8.14,82.52,1.0,7.0
6.0,48.0,24.0,28.64,84.61,6.79,48.48,1.0,9.0
44.0,76.0,22.0,27.26,68.01,7.78,68.92,3.0,1.0
81.0,25.0,49.0,29.87,93.25,6.08,26.26,3.0,8.0
73.0,58.0,21.0,19.97,57.68,6.6,60.65,3.0,3.0
7.0,20.0,12.0,16.53,94.77,6.48,110.04,1.0,4.0
101.0,17.0,47.0,29.49,94.73,6.19,26.31,3.0,8.0
40.0,27.0,45.0,21.66,94.79,5.89,112.43,3.0,2.0
86.0,37.0,16.0,20.52,59.21,5.56,67.61,3.0,3.0
37.0,6.0,13.0,26.03,91.51,7.51,101.28,1.0,4.0
8.0,54.0,20.0,28.33,80.77,7.03,38.8,1.0,9.0
29.0,75.0,75.0,19.62,18.71,7.06,88.46,1.0,7.0
43.0,79.0,79.0,19.41,18.98,7.81,80.25,1.0,7.0
22.0,26.0,38.0,22.92,85.13,6.99,110.24,3.0,2.0
115.0,12.0,52.0,27.51,94.96,6.69,21.02,3.0,8.0
89.0,25.0,54.0,24.69,85.57,6.35,48.99,2.0,5.0
25.0,65.0,21.0,33.86,68.59,6.88,69.24,3.0,1.0
40.0,27.0,45.0,21.66,94.79,5.89,112.43,3.0,2.0
60.0,38.0,17.0,18.42,64.24,6.47,76.41,3.0,3.0
65.0,60.0,22.0,25.37,72.52,6.61,107.91,3.0,3.0
24.0,42.0,23.0,28.22,82.36,6.43,44.01,1.0,9.0
83.0,15.0,49.0,28.93,91.39,6.44,23.2,3.0,8.0
74.0,55.0,19.0,18.05,62.89,6.29,84.24,3.0,3.0
53.0,73.0,77.0,19.71,18.1,7.33,73.64,1.0,7.0
58.0,71.0,15.0,27.83,67.59,6.92,74.01,3.0,1.0
37.0,65.0,16.0,22.84,18.97,5.68,63.59,0.0,0.0
21.0,38.0,21.0,29.76,86.45,6.64,37.55,1.0,9.0
70.0,44.0,19.0,23.32,73.45,5.85,94.3,3.0,3.0
119.0,25.0,51.0,26.47,80.92,6.28,53.66,2.0,5.0
22.0,60.0,85.0,18.84,14.74,6.81,94.78,1.0,7.0
100.0,10.0,53.0,24.54,84.61,6.21,42.01,2.0,5.0
23.0,5.0,44.0,21.21,94.26,7.16,107.57,3.0,2.0
110.0,14.0,51.0,27.02,91.67,6.09,21.26,3.0,8.0
44.0,55.0,25.0,29.63,65.91,7.42,71.16,3.0,1.0
20.0,69.0,15.0,23.44,22.77,5.93,107.41,0.0,0.0
22.0,60.0,24.0,18.78,20.25,5.63,104.26,0.0,0.0
21.0,17.0,15.0,23.98,91.55,7.46,118.49,1.0,4.0
20.0,29.0,10.0,29.07,93.27,7.37,100.79,1.0,4.0
26.0,65.0,22.0,17.85,18.78,5.95,143.1,0.0,0.0
19.0,65.0,25.0,18.1,18.29,5.63,144.79,0.0,0.0
74.0,39.0,38.0,23.24,84.59,7.78,233.05,0.0,6.0
40.0,58.0,75.0,18.59,14.78,6.17,89.61,1.0,7.0
17.0,64.0,17.0,21.02,24.94,5.66,124.61,0.0,0.0
0.0,18.0,14.0,29.77,92.01,7.21,114.42,1.0,4.0
84.0,50.0,44.0,25.49,81.41,5.94,182.65,0.0,6.0
49.0,55.0,78.0,18.66,16.18,7.86,81.71,1.0,7.0
62.0,52.0,16.0,22.28,58.84,6.97,63.87,3.0,3.0
18.0,14.0,11.0,28.05,90.01,6.55,117.13,1.0,4.0
85.0,9.0,53.0,28.21,92.87,6.45,28.79,3.0,8.0
23.0,30.0,44.0,20.94,85.43,6.12,103.03,3.0,2.0
44.0,63.0,15.0,26.42,64.51,7.34,63.47,3.0,1.0
28.0,65.0,23.0,28.39,61.89,7.41,74.24,3.0,1.0
31.0,8.0,7.0,34.51,93.64,7.16,103.57,1.0,4.0
6.0,62.0,22.0,20.53,18.09,5.82,120.45,0.0,0.0
32.0,60.0,83.0,19.69,19.44,8.83,91.76,1.0,7.0
30.0,64.0,20.0,33.86,61.57,6.57,68.02,3.0,1.0
33.0,80.0,22.0,28.57,65.72,6.59,70.09,3.0,1.0
7.0,16.0,9.0,18.88,92.04,7.81,114.67,1.0,4.0
34.0,11.0,10.0,31.75,94.6,7.36,115.2,1.0,4.0
40.0,9.0,41.0,24.38,85.4,5.78,106.13,3.0,2.0
95.0,39.0,36.0,23.86,83.15,5.56,285.25,0.0,6.0
69.0,37.0,42.0,23.06,83.37,7.07,251.05,0.0,6.0
24.0,56.0,85.0,18.2,17.41,6.55,80.64,1.0,7.0
100.0,48.0,16.0,25.72,67.22,5.55,74.51,3.0,3.0
37.0,49.0,25.0,29.91,85.85,6.42,41.39,1.0,9.0
31.0,58.0,15.0,27.11,84.97,7.12,51.53,1.0,9.0
68.0,57.0,43.0,26.09,80.38,5.71,182.9,0.0,6.0
37.0,62.0,17.0,25.69,69.84,7.12,74.62,3.0,1.0
25.0,70.0,16.0,19.63,18.91,5.76,106.36,0.0,0.0
34.0,60.0,16.0,31.36,64.25,7.32,63.86,3.0,1.0
83.0,58.0,45.0,25.76,83.52,5.88,245.66,0.0,6.0
34.0,29.0,8.0,31.88,91.15,6.45,105.34,1.0,4.0
13.0,8.0,12.0,25.16,92.55,7.11,114.31,1.0,4.0
2.0,24.0,38.0,24.56,91.64,5.92,111.97,3.0,2.0
37.0,24.0,13.0,19.14,90.71,7.85,108.02,1.0,4.0
83.0,41.0,43.0,21.05,82.68,6.25,233.11,0.0,6.0
35.0,41.0,18.0,28.71,81.59,6.71,59.87,1.0,9.0
20.0,8.0,12.0,25.3,94.96,7.26,117.97,1.0,4.0
34.0,60.0,22.0,17.66,18.15,5.64,100.67,0.0,0.0
26.0,27.0,10.0,28.07,92.91,6.08,114.13,1.0,4.0
79.0,43.0,39.0,21.67,80.71,7.06,210.81,0.0,6.0
9.0,16.0,36.0,23.78,92.93,5.89,106.98,3.0,2.0
37.0,6.0,13.0,26.03,91.51,7.51,101.28,1.0,4.0
9.0,16.0,39.0,18.41,91.12,6.1,105.18,3.0,2.0
36.0,76.0,75.0,18.38,16.64,8.74,70.52,1.0,7.0
13.0,7.0,43.0,18.2,91.12,7.01,109.66,3.0,2.0
109.0,12.0,48.0,29.46,92.13,6.71,20.76,3.0,8.0
111.0,5.0,50.0,27.59,91.8,6.4,24.84,3.0,8.0
28.0,46.0,16.0,29.01,84.96,6.66,45.91,1.0,9.0
95.0,7.0,45.0,27.3,90.8,6.03,25.09,3.0,8.0
0.0,12.0,7.0,20.18,90.65,6.97,116.81,1.0,4.0
11.0,10.0,45.0,22.63,88.46,6.4,109.04,3.0,2.0
35.0,52.0,19.0,27.11,89.9,6.7,37.46,1.0,9.0
34.0,47.0,19.0,27.31,85.45,6.57,53.15,1.0,9.0
12.0,61.0,19.0,19.33,24.14,5.66,68.51,0.0,0.0
74.0,35.0,40.0,26.49,80.16,6.98,242.86,0.0,6.0
28.0,46.0,16.0,29.01,84.96,6.66,45.91,1.0,9.0
82.0,20.0,54.0,29.34,90.02,6.54,21.45,3.0,8.0
39.0,24.0,39.0,23.65,93.33,6.43,109.81,3.0,2.0
8.0,26.0,36.0,18.78,87.4,6.8,102.52,3.0,2.0
60.0,36.0,43.0,23.43,83.06,5.29,219.9,0.0,6.0
19.0,53.0,22.0,27.86,80.45,6.85,42.83,1.0,9.0
95.0,55.0,42.0,26.8,82.15,5.95,193.35,0.0,6.0
95.0,21.0,47.0,27.93,93.56,6.43,20.66,3.0,8.0
11.0,72.0,20.0,19.52,24.93,5.95,113.33,0.0,0.0
5.0,65.0,16.0,21.33,18.49,5.87,109.1,0.0,0.0
57.0,68.0,81.0,17.17,17.3,8.08,72.79,1.0,7.0
11.0,72.0,20.0,19.52,24.93,5.95,113.33,0.0,0.0
21.0,6.0,41.0,24.88,89.4,7.09,107.2,3.0,2.0
60.0,51.0,36.0,22.7,82.81,6.03,257.0,0.0,6.0
13.0,16.0,8.0,34.74,93.12,6.95,100.2,1.0,4.0
20.0,79.0,77.0,18.55,16.03,7.65,76.33,1.0,7.0
114.0,8.0,50.0,24.75,88.31,6.58,57.96,2.0,5.0
36.0,55.0,20.0,27.01,84.34,6.64,55.3,1.0,9.0
25.0,70.0,16.0,19.63,18.91,5.76,106.36,0.0,0.0
32.0,25.0,35.0,18.1,85.71,5.89,107.01,3.0,2.0
11.0,18.0,42.0,21.58,94.88,5.94,102.86,3.0,2.0
61.0,52.0,41.0,24.98,83.89,6.88,204.8,0.0,6.0
37.0,74.0,15.0,24.92,18.23,5.58,62.71,0.0,0.0
120.0,24.0,47.0,26.99,89.41,6.26,58.55,2.0,5.0
31.0,53.0,16.0,28.74,85.82,6.45,48.55,1.0,9.0
95.0,12.0,46.0,26.22,81.01,6.32,54.65,2.0,5.0
11.0,18.0,42.0,21.58,94.88,5.94,102.86,3.0,2.0
40.0,73.0,20.0,21.59,20.32,5.81,61.14,0.0,0.0
11.0,18.0,42.0,21.58,94.88,5.94,102.86,3.0,2.0
27.0,63.0,19.0,20.93,21.19,5.56,133.19,0.0,0.0
81.0,18.0,50.0,26.44,80.92,6.51,47.82,2.0,5.0
60.0,61.0,78.0,20.71,19.84,6.32,94.04,1.0,7.0
74.0,56.0,22.0,18.28,66.66,6.83,80.98,3.0,3.0
41.0,74.0,18.0,28.76,61.03,6.6,73.38,3.0,1.0
63.0,42.0,21.0,23.26,72.33,5.8,67.1,3.0,3.0
34.0,59.0,23.0,28.56,83.25,6.94,56.48,1.0,9.0
95.0,13.0,46.0,29.84,93.76,6.13,23.28,3.0,8.0
94.0,5.0,55.0,28.59,91.89,6.09,26.88,3.0,8.0
1.0,48.0,24.0,29.35,85.6,6.23,59.04,1.0,9.0
60.0,57.0,24.0,18.66,61.55,6.12,75.03,3.0,3.0
0.0,65.0,15.0,23.46,23.22,5.65,95.84,0.0,0.0
101.0,17.0,55.0,24.37,87.13,6.45,44.64,2.0,5.0
99.0,6.0,45.0,26.13,86.55,6.0,40.71,2.0,5.0
37.0,24.0,13.0,19.14,90.71,7.85,108.02,1.0,4.0
15.0,11.0,38.0,23.13,92.68,6.63,109.39,3.0,2.0
31.0,79.0,25.0,23.19,22.31,5.9,63.38,0.0,0.0
24.0,18.0,6.0,26.57,94.45,6.29,116.38,1.0,4.0
115.0,9.0,52.0,29.07,90.98,6.02,29.12,3.0,8.0
60.0,44.0,23.0,24.79,70.05,5.72,76.73,3.0,3.0
79.0,45.0,20.0,23.81,59.25,5.72,89.96,3.0,3.0
27.0,62.0,77.0,18.2,14.71,6.58,70.18,1.0,7.0
38.0,14.0,37.0,21.81,94.64,6.66,102.65,3.0,2.0
52.0,58.0,16.0,30.64,61.15,7.17,71.37,3.0,1.0
23.0,72.0,84.0,19.02,17.13,6.92,79.93,1.0,7.0
73.0,58.0,21.0,19.97,57.68,6.6,60.65,3.0,3.0
62.0,48.0,20.0,21.7,60.47,6.71,95.71,3.0,3.0
61.0,44.0,17.0,26.1,71.57,6.93,102.27,3.0,3.0
89.0,60.0,17.0,25.38,57.21,5.98,101.7,3.0,3.0
27.0,65.0,18.0,20.11,23.22,5.6,73.36,0.0,0.0
11.0,72.0,20.0,19.52,24.93,5.95,113.33,0.0,0.0
30.0,44.0,16.0,29.73,82.89,6.44,50.92,1.0,9.0
28.0,65.0,23.0,28.39,61.89,7.41,74.24,3.0,1.0
39.0,28.0,10.0,31.35,91.48,7.18,109.15,1.0,4.0
88.0,17.0,52.0,29.9,90.75,6.65,25.38,3.0,8.0
31.0,70.0,77.0,20.89,14.32,6.49,90.46,1.0,7.0
86.0,36.0,24.0,26.55,72.89,5.79,73.34,3.0,3.0
82.0,20.0,54.0,29.34,90.02,6.54,21.45,3.0,8.0
8.0,26.0,36.0,18.78,87.4,6.8,102.52,3.0,2.0
31.0,53.0,16.0,28.74,85.82,6.45,48.55,1.0,9.0
20.0,41.0,20.0,29.27,89.49,7.07,50.92,1.0,9.0
110.0,22.0,47.0,29.03,91.82,6.24,24.94,3.0,8.0
14.0,48.0,21.0,29.25,84.8,6.99,53.43,1.0,9.0
98.0,35.0,18.0,23.8,74.83,6.25,91.76,3.0,3.0
25.0,70.0,16.0,19.63,18.91,5.76,106.36,0.0,0.0
12.0,61.0,19.0,19.33,24.14,5.66,68.51,0.0,0.0
35.0,48.0,15.0,27.11,87.45,6.98,55.04,1.0,9.0
22.0,72.0,85.0,18.87,15.66,6.39,88.51,1.0,7.0
39.0,24.0,39.0,23.65,93.33,6.43,109.81,3.0,2.0
32.0,14.0,37.0,22.73,88.49,6.83,104.68,3.0,2.0
14.0,8.0,43.0,21.93,94.46,7.05,111.72,3.0,2.0
99.0,55.0,35.0,21.72,80.24,6.5,277.96,0.0,6.0
4.0,19.0,42.0,23.83,87.84,6.31,111.22,3.0,2.0
72.0,60.0,25.0,18.53,69.03,5.77,88.1,3.0,3.0
14.0,8.0,43.0,21.93,94.46,7.05,111.72,3.0,2.0
29.0,76.0,15.0,28.54,64.2,7.03,69.69,3.0,1.0
13.0,69.0,19.0,17.31,20.02,5.86,115.2,0.0,0.0
61.0,41.0,17.0,25.14,65.26,6.02,76.68,3.0,3.0
27.0,64.0,21.0,32.84,68.68,7.54,73.67,3.0,1.0
9.0,77.0,17.0,20.12,24.45,5.78,106.16,0.0,0.0
13.0,72.0,21.0,24.32,21.03,5.82,60.28,0.0,0.0
26.0,80.0,83.0,17.08,16.15,7.53,71.31,1.0,7.0
75.0,54.0,36.0,26.29,84.57,7.02,257.49,0.0,6.0
36.0,66.0,15.0,30.09,69.35,6.67,67.14,3.0,1.0
6.0,30.0,40.0,22.77,91.45,6.36,106.97,3.0,2.0
3.0,9.0,45.0,23.89,89.62,6.54,104.62,3.0,2.0
8.0,26.0,36.0,18.78,87.4,6.8,102.52,3.0,2.0
116.0,5.0,54.0,25.38,80.99,6.65,57.23,2.0,5.0
21.0,9.0,40.0,24.51,90.64,5.96,105.62,3.0,2.0
8.0,28.0,38.0,23.23,94.43,6.84,105.69,3.0,2.0
101.0,17.0,55.0,24.37,87.13,6.45,44.64,2.0,5.0
86.0,59.0,35.0,25.79,82.11,6.95,243.51,0.0,6.0
4.0,24.0,43.0,22.4,88.15,7.2,109.87,3.0,2.0
83.0,57.0,19.0,25.73,70.75,6.88,98.74,3.0,3.0
84.0,18.0,46.0,27.09,93.42,6.78,25.32,3.0,8.0
81.0,41.0,38.0,22.68,83.73,7.52,200.91,0.0,6.0
38.0,60.0,76.0,18.65,17.81,8.87,77.93,1.0,7.0
4.0,24.0,43.0,22.4,88.15,7.2,109.87,3.0,2.0
99.0,36.0,20.0,20.58,65.35,6.67,78.35,3.0,3.0
119.0,19.0,55.0,25.19,83.45,6.82,46.87,2.0,5.0
95.0,21.0,47.0,27.93,93.56,6.43,20.66,3.0,8.0
104.0,17.0,46.0,25.71,80.23,6.19,43.09,2.0,5.0
0.0,65.0,15.0,23.46,23.22,5.65,95.84,0.0,0.0
25.0,65.0,21.0,33.86,68.59,6.88,69.24,3.0,1.0
23.0,62.0,85.0,18.97,19.52,8.49,80.71,1.0,7.0
99.0,55.0,35.0,21.72,80.24,6.5,277.96,0.0,6.0
23.0,59.0,25.0,27.83,88.73,6.32,56.69,1.0,9.0
99.0,36.0,20.0,20.58,65.35,6.67,78.35,3.0,3.0
81.0,25.0,49.0,29.87,93.25,6.08,26.26,3.0,8.0
39.0,28.0,10.0,31.35,91.48,7.18,109.15,1.0,4.0
114.0,27.0,48.0,27.82,93.04,6.53,26.32,3.0,8.0
102.0,11.0,47.0,27.99,92.78,6.5,27.15,3.0,8.0
109.0,10.0,53.0,26.82,87.83,6.55,46.06,2.0,5.0
58.0,71.0,15.0,27.83,67.59,6.92,74.01,3.0,1.0
1.0,15.0,9.0,29.98,94.55,7.53,115.36,1.0,4.0
71.0,46.0,40.0,20.28,82.12,7.24,191.95,0.0,6.0
119.0,30.0,49.0,25.36,80.46,6.9,47.72,2.0,5.0
61.0,41.0,17.0,25.14,65.26,6.02,76.68,3.0,3.0
36.0,55.0,20.0,27.01,84.34,6.64,55.3,1.0,9.0
8.0,50.0,21.0,28.63,89.11,6.22,50.5,1.0,9.0
83.0,25.0,53.0,26.49,80.05,6.06,57.73,2.0,5.0
109.0,21.0,55.0,24.9,89.74,6.77,57.45,2.0,5.0
21.0,21.0,38.0,22.55,89.33,6.33,104.9,3.0,2.0
65.0,60.0,43.0,21.97,81.9,5.66,227.36,0.0,6.0
90.0,49.0,21.0,24.84,68.36,6.47,74.05,3.0,3.0
40.0,27.0,45.0,21.66,94.79,5.89,112.43,3.0,2.0
117.0,25.0,54.0,28.68,92.51,6.15,29.11,3.0,8.0
115.0,17.0,55.0,27.58,94.12,6.78,28.08,3.0,8.0
6.0,77.0,25.0,20.61,24.36,5.79,69.64,0.0,0.0
115.0,11.0,46.0,24.42,89.4,6.62,40.32,2.0,5.0
22.0,56.0,17.0,29.88,87.33,6.89,44.75,1.0,9.0
34.0,59.0,23.0,28.56,83.25,6.94,56.48,1.0,9.0
84.0,21.0,55.0,28.47,94.79,6.49,21.08,3.0,8.0
120.0,23.0,55.0,27.84,91.61,6.73,26.48,3.0,8.0
61.0,53.0,43.0,26.4,81.06,6.35,223.37,0.0,6.0
95.0,21.0,47.0,27.93,93.56,6.43,20.66,3.0,8.0
14.0,48.0,21.0,29.25,84.8,6.99,53.43,1.0,9.0
12.0,78.0,23.0,16.07,18.72,6.0,88.07,0.0,0.0
11.0,60.0,23.0,27.34,88.5,7.03,51.1,1.0,9.0
27.0,79.0,82.0,17.07,17.54,6.31,70.87,1.0,7.0
25.0,63.0,20.0,15.79,21.15,5.5,95.17,0.0,0.0
86.0,18.0,45.0,28.97,90.72,6.57,22.26,3.0,8.0
44.0,63.0,15.0,26.42,64.51,7.34,63.47,3.0,1.0
111.0,6.0,53.0,26.49,88.59,6.31,46.06,2.0,5.0
22.0,79.0,17.0,21.42,20.4,5.91,116.52,0.0,0.0
56.0,79.0,15.0,29.48,63.2,7.45,71.89,3.0,1.0
