N,P,K,temperature,humidity,ph,rainfall,crop_label,source,crop_label_original
37.0,18.0,39.0,24.15,94.51,6.42,110.23,guinea_corn,original_dataset,guinea_corn
95.0,55.0,42.0,26.8,82.15,5.95,193.35,rice,original_dataset,rice
90.0,44.0,38.0,23.84,83.88,7.47,241.2,rice,original_dataset,rice
5.0,21.0,38.0,22.43,90.34,6.11,112.46,guinea_corn,original_dataset,guinea_corn
24.0,53.0,17.0,28.95,89.08,6.42,57.66,mungbean,original_dataset,yam
91.0,36.0,45.0,24.44,82.45,5.95,267.98,rice,original_dataset,rice
29.0,75.0,75.0,19.62,18.71,7.06,88.46,chickpea,original_dataset,soybean
14.0,22.0,9.0,17.25,91.14,6.54,112.51,orange,original_dataset,orange
74.0,55.0,19.0,18.05,62.89,6.29,84.24,maize,original_dataset,maize
36.0,38.0,15.0,28.36,87.6,6.32,58.0,mungbean,original_dataset,yam
99.0,39.0,18.0,19.2,68.31,6.11,87.85,maize,original_dataset,maize
3.0,26.0,39.0,24.38,91.19,7.08,103.6,guinea_corn,original_dataset,guinea_corn
34.0,11.0,10.0,31.75,94.6,7.36,115.2,orange,original_dataset,orange
90.0,23.0,54.0,28.56,90.46,6.16,27.27,muskmelon,original_dataset,tomatoes
38.0,14.0,37.0,21.81,94.64,6.66,102.65,guinea_corn,original_dataset,guinea_corn
99.0,5.0,47.0,24.13,84.84,6.65,51.19,pepper,original_dataset,pepper
9.0,77.0,17.0,20.12,24.45,5.78,106.16,kidneybeans,original_dataset,beans
83.0,10.0,53.0,24.93,85.01,6.2,48.76,pepper,original_dataset,pepper
29.0,45.0,16.0,28.44,87.91,6.58,43.12,mungbean,original_dataset,yam
108.0,22.0,46.0,26.18,86.73,6.12,53.33,pepper,original_dataset,pepper
59.0,69.0,80.0,19.08,17.87,8.17,69.41,chickpea,original_dataset,soybean
81.0,6.0,55.0,24.89,85.87,6.11,51.71,pepper,original_dataset,pepper
40.0,64.0,16.0,16.43,24.24,5.93,140.37,kidneybeans,original_dataset,beans
6.0,13.0,9.0,34.51,90.56,7.79,118.33,orange,original_dataset,orange
107.0,12.0,46.0,29.57,93.62,6.56,27.57,muskmelon,original_dataset,tomatoes
31.0,70.0,77.0,20.89,14.32,6.49,90.46,chickpea,original_dataset,soybean
31.0,55.0,22.0,22.91,21.34,5.87,109.23,kidneybeans,original_dataset,beans
84.0,29.0,49.0,29.94,93.91,6.25,20.39,muskmelon,original_dataset,tomatoes
20.0,29.0,10.0,29.07,93.27,7.37,100.79,orange,original_dataset,orange
5.0,45.0,21.0,28.36,88.01,6.49,43.05,mungbean,original_dataset,yam
52.0,73.0,79.0,17.26,18.75,7.84,94.0,chickpea,original_dataset,soybean
22.0,71.0,17.0,18.15,19.39,5.51,107.69,kidneybeans,original_dataset,beans
39.0,28.0,10.0,31.35,91.48,7.18,109.15,orange,original_dataset,orange
8.0,45.0,18.0,27.93,85.42,7.01,43.25,mungbean,original_dataset,yam
76.0,44.0,17.0,20.42,62.55,5.86,65.28,maize,original_dataset,maize
107.0,22.0,54.0,28.0,90.85,6.63,21.62,muskmelon,original_dataset,tomatoes
93.0,53.0,38.0,26.93,81.91,7.07,290.68,rice,original_dataset,rice
35.0,57.0,83.0,19.48,17.45,7.48,80.5,chickpea,original_dataset,soybean
19.0,53.0,22.0,27.86,80.45,6.85,42.83,mungbean,original_dataset,yam
107.0,5.0,52.0,26.66,89.98,6.88,57.41,pepper,original_dataset,pepper
105.0,14.0,50.0,26.21,87.69,6.42,59.66,pepper,original_dataset,pepper
4.0,14.0,41.0,19.85,89.81,6.43,102.82,guinea_corn,original_dataset,guinea_corn
118.0,12.0,47.0,27.97,92.17,6.01,28.95,muskmelon,original_dataset,tomatoes
32.0,79.0,15.0,23.91,20.75,5.71,81.6,kidneybeans,original_dataset,beans
108.0,26.0,52.0,28.83,94.27,6.2,26.24,muskmelon,original_dataset,tomatoes
22.0,30.0,12.0,15.78,92.51,6.35,119.04,orange,original_dataset,orange
27.0,69.0,22.0,17.92,24.91,5.93,69.15,kidneybeans,original_dataset,beans
40.0,9.0,41.0,24.38,85.4,5.78,106.13,guinea_corn,original_dataset,guinea_corn
20.0,40.0,15.0,29.57,88.08,7.2,45.04,mungbean,original_dataset,yam
109.0,10.0,53.0,26.82,87.83,6.55,46.06,pepper,original_dataset,pepper
1.0,27.0,36.0,23.99,93.34,5.68,104.99,guinea_corn,original_dataset,guinea_corn
12.0,78.0,23.0,16.07,18.72,6.0,88.07,kidneybeans,original_dataset,beans
28.0,80.0,17.0,19.62,18.67,5.81,144.16,kidneybeans,original_dataset,beans
98.0,26.0,52.0,27.34,90.7,6.15,28.69,muskmelon,original_dataset,tomatoes
89.0,11.0,47.0,29.79,94.65,6.33,27.87,muskmelon,original_dataset,tomatoes
4.0,20.0,41.0,24.27,93.8,6.54,104.54,guinea_corn,original_dataset,guinea_corn
72.0,40.0,38.0,20.41,82.21,7.59,245.15,rice,original_dataset,rice
39.0,58.0,85.0,17.89,15.41,6.0,68.55,chickpea,original_dataset,soybean
53.0,73.0,77.0,19.71,18.1,7.33,73.64,chickpea,original_dataset,soybean
29.0,22.0,43.0,19.66,87.95,5.56,106.04,guinea_corn,original_dataset,guinea_corn
35.0,64.0,15.0,28.47,63.54,6.5,69.53,blackgram,original_dataset,cassava
32.0,73.0,81.0,20.45,15.4,5.99,92.68,chickpea,original_dataset,soybean
60.0,55.0,44.0,23.0,82.32,7.84,263.96,rice,original_dataset,rice
89.0,60.0,19.0,25.19,66.69,5.91,78.07,maize,original_dataset,maize
93.0,41.0,17.0,25.62,66.5,6.05,105.47,maize,original_dataset,maize
30.0,63.0,16.0,23.61,21.91,5.53,100.6,kidneybeans,original_dataset,beans
13.0,60.0,25.0,17.14,20.61,5.69,128.26,kidneybeans,original_dataset,beans
34.0,60.0,23.0,20.13,24.97,5.66,100.05,kidneybeans,original_dataset,beans
7.0,20.0,12.0,16.53,94.77,6.48,110.04,orange,original_dataset,orange
106.0,21.0,52.0,28.9,94.79,6.29,23.04,muskmelon,original_dataset,tomatoes
108.0,23.0,51.0,26.84,83.85,6.11,40.23,pepper,original_dataset,pepper
58.0,73.0,16.0,33.37,65.68,6.87,64.9,blackgram,original_dataset,cassava
30.0,70.0,79.0,20.27,19.97,7.31,69.64,chickpea,original_dataset,soybean
78.0,40.0,38.0,26.46,83.86,7.55,248.23,rice,original_dataset,rice
21.0,80.0,20.0,28.21,68.27,7.35,64.33,blackgram,original_dataset,cassava
72.0,60.0,25.0,18.53,69.03,5.77,88.1,maize,original_dataset,maize
101.0,17.0,55.0,24.37,87.13,6.45,44.64,pepper,original_dataset,pepper
59.0,63.0,18.0,31.66,60.13,6.53,66.69,blackgram,original_dataset,cassava
81.0,18.0,50.0,26.81,88.23,6.43,58.8,pepper,original_dataset,pepper
110.0,21.0,54.0,26.74,87.82,6.75,47.46,pepper,original_dataset,pepper
37.0,79.0,19.0,27.54,69.35,7.14,69.41,blackgram,original_dataset,cassava
53.0,74.0,15.0,29.43,64.94,7.52,72.18,blackgram,original_dataset,cassava
37.0,70.0,25.0,19.73,24.89,5.82,84.06,kidneybeans,original_dataset,beans
17.0,77.0,23.0,24.51,20.82,5.67,64.19,kidneybeans,original_dataset,beans
118.0,18.0,52.0,28.05,90.83,6.56,20.76,muskmelon,original_dataset,tomatoes
93.0,22.0,48.0,29.13,91.52,6.78,21.9,muskmelon,original_dataset,tomatoes
33.0,15.0,7.0,15.83,91.68,7.65,109.76,orange,original_dataset,orange
117.0,19.0,55.0,28.8,91.78,6.12,25.16,muskmelon,original_dataset,tomatoes
20.0,23.0,11.0,31.85,90.12,6.41,109.95,orange,original_dataset,orange
22.0,60.0,85.0,18.84,14.74,6.81,94.78,chickpea,original_dataset,soybean
34.0,35.0,21.0,28.45,82.68,6.68,58.19,mungbean,original_dataset,yam
89.0,54.0,38.0,24.52,83.54,6.69,230.45,rice,original_dataset,rice
44.0,58.0,18.0,28.04,65.07,6.81,72.5,blackgram,original_dataset,cassava
21.0,78.0,19.0,27.16,66.76,6.92,69.85,blackgram,original_dataset,cassava
21.0,29.0,12.0,22.3,92.16,6.44,117.37,orange,original_dataset,orange
41.0,69.0,82.0,20.02,16.63,6.72,68.98,chickpea,original_dataset,soybean
99.0,29.0,55.0,29.19,91.46,6.66,26.48,muskmelon,original_dataset,tomatoes
98.0,35.0,18.0,23.8,74.83,6.25,91.76,maize,original_dataset,maize
85.0,58.0,41.0,21.77,80.32,7.04,226.66,rice,original_dataset,rice
0.0,49.0,18.0,29.68,87.94,6.99,41.82,mungbean,original_dataset,yam
37.0,6.0,13.0,26.03,91.51,7.51,101.28,orange,original_dataset,orange
95.0,52.0,36.0,26.23,83.84,5.54,286.51,rice,original_dataset,rice
13.0,5.0,8.0,23.85,90.11,7.47,103.92,orange,original_dataset,orange
15.0,11.0,38.0,23.13,92.68,6.63,109.39,guinea_corn,original_dataset,guinea_corn
57.0,56.0,78.0,17.34,18.76,6.86,67.95,chickpea,original_dataset,soybean
67.0,43.0,39.0,26.04,84.97,6.0,186.75,rice,original_dataset,rice
117.0,25.0,53.0,29.12,92.13,6.41,24.52,muskmelon,original_dataset,tomatoes
31.0,53.0,16.0,28.74,85.82,6.45,48.55,mungbean,original_dataset,yam
28.0,6.0,40.0,22.11,91.34,6.77,106.87,guinea_corn,original_dataset,guinea_corn
120.0,8.0,46.0,29.56,90.71,6.73,28.37,muskmelon,original_dataset,tomatoes
63.0,58.0,22.0,18.25,55.28,6.2,63.72,maize,original_dataset,maize
0.0,12.0,7.0,20.18,90.65,6.97,116.81,orange,original_dataset,orange
83.0,57.0,19.0,25.73,70.75,6.88,98.74,maize,original_dataset,maize
111.0,6.0,53.0,26.49,88.59,6.31,46.06,pepper,original_dataset,pepper
36.0,11.0,13.0,17.34,93.05,7.19,112.72,orange,original_dataset,orange
55.0,77.0,22.0,31.43,62.99,7.76,64.78,blackgram,original_dataset,cassava
22.0,60.0,24.0,18.78,20.25,5.63,104.26,kidneybeans,original_dataset,beans
80.0,16.0,46.0,25.5,81.4,6.94,48.48,pepper,original_dataset,pepper
120.0,24.0,47.0,26.99,89.41,6.26,58.55,pepper,original_dataset,pepper
34.0,45.0,21.0,28.19,82.61,6.29,37.01,mungbean,original_dataset,yam
83.0,9.0,45.0,25.85,89.13,6.05,46.85,pepper,original_dataset,pepper
0.0,18.0,14.0,29.77,92.01,7.21,114.42,orange,original_dataset,orange
54.0,77.0,85.0,17.14,17.07,7.83,83.75,chickpea,original_dataset,soybean
80.0,43.0,16.0,23.56,71.59,6.66,66.72,maize,original_dataset,maize
83.0,58.0,45.0,25.76,83.52,5.88,245.66,rice,original_dataset,rice
33.0,23.0,45.0,20.0,85.84,7.12,112.34,guinea_corn,original_dataset,guinea_corn
114.0,27.0,48.0,27.82,93.04,6.53,26.32,muskmelon,original_dataset,tomatoes
49.0,72.0,15.0,31.56,67.84,7.14,74.87,blackgram,original_dataset,cassava
27.0,62.0,77.0,18.2,14.71,6.58,70.18,chickpea,original_dataset,soybean
120.0,20.0,45.0,25.67,88.7,6.11,54.23,pepper,original_dataset,pepper
35.0,69.0,23.0,16.79,24.97,5.58,75.45,kidneybeans,original_dataset,beans
99.0,12.0,52.0,28.7,94.31,6.0,22.22,muskmelon,original_dataset,tomatoes
99.0,36.0,20.0,20.58,65.35,6.67,78.35,maize,original_dataset,maize
14.0,19.0,14.0,17.68,94.36,6.7,108.06,orange,original_dataset,orange
107.0,10.0,49.0,25.83,89.0,6.76,45.25,pepper,original_dataset,pepper
60.0,43.0,44.0,21.02,82.95,7.42,298.4,rice,original_dataset,rice
25.0,59.0,19.0,29.07,83.69,6.63,43.95,mungbean,original_dataset,yam
80.0,18.0,51.0,28.05,91.82,6.71,20.77,muskmelon,original_dataset,tomatoes
11.0,60.0,23.0,27.34,88.5,7.03,51.1,mungbean,original_dataset,yam
76.0,51.0,18.0,26.17,71.96,6.25,79.85,maize,original_dataset,maize
81.0,16.0,45.0,26.9,86.25,6.73,59.76,pepper,original_dataset,pepper
21.0,51.0,15.0,29.36,89.19,6.68,48.3,mungbean,original_dataset,yam
29.0,16.0,36.0,19.81,88.93,5.74,102.86,guinea_corn,original_dataset,guinea_corn
118.0,21.0,51.0,24.43,86.34,6.68,48.58,pepper,original_dataset,pepper
31.0,25.0,38.0,24.96,92.41,6.5,109.42,guinea_corn,original_dataset,guinea_corn
14.0,8.0,43.0,21.93,94.46,7.05,111.72,guinea_corn,original_dataset,guinea_corn
87.0,6.0,45.0,29.83,90.79,6.4,22.84,muskmelon,original_dataset,tomatoes
28.0,76.0,82.0,20.57,14.26,6.65,83.76,chickpea,original_dataset,soybean
12.0,6.0,8.0,30.85,92.87,6.39,107.41,orange,original_dataset,orange
26.0,80.0,83.0,17.08,16.15,7.53,71.31,chickpea,original_dataset,soybean
31.0,25.0,12.0,18.05,90.04,7.02,111.78,orange,original_dataset,orange
7.0,23.0,35.0,19.75,88.72,7.05,102.55,guinea_corn,original_dataset,guinea_corn
8.0,54.0,20.0,28.33,80.77,7.03,38.8,mungbean,original_dataset,yam
24.0,56.0,85.0,18.2,17.41,6.55,80.64,chickpea,original_dataset,soybean
53.0,67.0,17.0,31.78,69.02,7.3,61.47,blackgram,original_dataset,cassava
52.0,70.0,16.0,33.67,66.6,7.53,67.33,blackgram,original_dataset,cassava
20.0,41.0,20.0,29.27,89.49,7.07,50.92,mungbean,original_dataset,yam
84.0,18.0,46.0,27.09,93.42,6.78,25.32,muskmelon,original_dataset,tomatoes
114.0,8.0,50.0,24.75,88.31,6.58,57.96,pepper,original_dataset,pepper
69.0,46.0,41.0,23.64,80.29,5.01,263.11,rice,original_dataset,rice
29.0,21.0,45.0,23.41,93.13,6.75,105.22,guinea_corn,original_dataset,guinea_corn
49.0,68.0,22.0,28.57,61.53,7.13,63.5,blackgram,original_dataset,cassava
36.0,43.0,22.0,27.83,87.17,6.39,58.37,mungbean,original_dataset,yam
57.0,68.0,81.0,17.17,17.3,8.08,72.79,chickpea,original_dataset,soybean
22.0,80.0,20.0,23.01,18.87,5.67,100.12,kidneybeans,original_dataset,beans
12.0,61.0,19.0,19.33,24.14,5.66,68.51,kidneybeans,original_dataset,beans
31.0,37.0,21.0,27.24,86.4,6.71,37.31,mungbean,original_dataset,yam
71.0,46.0,40.0,20.28,82.12,7.24,191.95,rice,original_dataset,rice
57.0,60.0,84.0,19.1,17.26,6.59,75.49,chickpea,original_dataset,soybean
32.0,57.0,18.0,15.54,23.76,5.7,107.39,kidneybeans,original_dataset,beans
32.0,60.0,83.0,19.69,19.44,8.83,91.76,chickpea,original_dataset,soybean
102.0,11.0,45.0,29.03,93.13,6.36,24.16,muskmelon,original_dataset,tomatoes
92.0,44.0,16.0,18.88,65.77,6.08,94.76,maize,original_dataset,maize
66.0,44.0,20.0,19.08,69.02,6.74,80.73,maize,original_dataset,maize
23.0,62.0,19.0,16.52,20.46,5.61,98.78,kidneybeans,original_dataset,beans
29.0,77.0,75.0,17.5,15.48,7.78,72.94,chickpea,original_dataset,soybean
50.0,55.0,16.0,28.81,65.34,7.58,62.26,blackgram,original_dataset,cassava
20.0,7.0,45.0,18.91,89.24,6.08,112.48,guinea_corn,original_dataset,guinea_corn
6.0,37.0,17.0,28.09,80.35,6.76,38.14,mungbean,original_dataset,yam
53.0,65.0,76.0,20.19,16.42,6.72,77.34,chickpea,original_dataset,soybean
19.0,17.0,39.0,24.72,85.56,6.73,111.28,guinea_corn,original_dataset,guinea_corn
37.0,72.0,18.0,18.88,24.54,5.72,105.41,kidneybeans,original_dataset,beans
14.0,59.0,15.0,21.35,22.91,5.78,146.45,kidneybeans,original_dataset,beans
24.0,21.0,42.0,20.82,87.23,7.0,109.44,guinea_corn,original_dataset,guinea_corn
111.0,15.0,54.0,27.71,92.91,6.19,22.06,muskmelon,original_dataset,tomatoes
1.0,15.0,9.0,29.98,94.55,7.53,115.36,orange,original_dataset,orange
27.0,60.0,17.0,26.42,63.65,7.03,64.42,blackgram,original_dataset,cassava
19.0,35.0,24.0,27.11,83.64,6.88,49.12,mungbean,original_dataset,yam
8.0,28.0,38.0,23.23,94.43,6.84,105.69,guinea_corn,original_dataset,guinea_corn
18.0,12.0,8.0,12.59,91.82,6.21,119.39,orange,original_dataset,orange
119.0,19.0,55.0,25.19,83.45,6.82,46.87,pepper,original_dataset,pepper
30.0,75.0,81.0,19.42,16.81,6.41,68.52,chickpea,original_dataset,soybean
91.0,24.0,55.0,26.27,83.09,6.26,46.77,pepper,original_dataset,pepper
117.0,25.0,54.0,28.68,92.51,6.15,29.11,muskmelon,original_dataset,tomatoes
52.0,68.0,78.0,17.49,16.96,6.9,86.05,chickpea,original_dataset,soybean
86.0,15.0,47.0,24.04,84.18,6.42,53.79,pepper,original_dataset,pepper
99.0,55.0,35.0,21.72,80.24,6.5,277.96,rice,original_dataset,rice
23.0,62.0,85.0,18.97,19.52,8.49,80.71,chickpea,original_dataset,soybean
24.0,80.0,22.0,16.71,19.18,5.64,96.77,kidneybeans,original_dataset,beans
27.0,64.0,15.0,20.16,24.84,5.51,138.24,kidneybeans,original_dataset,beans
39.0,9.0,15.0,25.35,91.81,7.99,116.76,orange,original_dataset,orange
49.0,69.0,82.0,18.32,15.36,6.26,81.79,chickpea,original_dataset,soybean
86.0,55.0,21.0,21.54,59.64,6.8,109.75,maize,original_dataset,maize
86.0,6.0,53.0,25.92,83.47,6.92,42.11,pepper,original_dataset,pepper
0.0,25.0,14.0,19.34,91.98,6.36,116.45,orange,original_dataset,orange
61.0,44.0,17.0,26.1,71.57,6.93,102.27,maize,original_dataset,maize
84.0,50.0,44.0,25.49,81.41,5.94,182.65,rice,original_dataset,rice
82.0,22.0,45.0,26.22,85.35,6.51,54.6,pepper,original_dataset,pepper
24.0,44.0,17.0,29.86,80.03,6.67,50.66,mungbean,original_dataset,yam
90.0,57.0,24.0,18.93,72.8,6.16,82.34,maize,original_dataset,maize
84.0,7.0,51.0,26.82,87.66,6.4,55.74,pepper,original_dataset,pepper
29.0,70.0,15.0,30.33,63.55,6.87,74.17,blackgram,original_dataset,cassava
18.0,5.0,11.0,20.88,90.94,6.25,102.46,orange,original_dataset,orange
32.0,68.0,19.0,24.63,18.18,5.51,149.74,kidneybeans,original_dataset,beans
89.0,22.0,52.0,24.9,86.11,6.22,53.15,pepper,original_dataset,pepper
25.0,76.0,24.0,15.33,24.92,5.57,135.33,kidneybeans,original_dataset,beans
26.0,18.0,42.0,19.73,89.65,6.91,108.23,guinea_corn,original_dataset,guinea_corn
31.0,26.0,9.0,11.7,93.26,7.57,103.2,orange,original_dataset,orange
32.0,14.0,37.0,22.73,88.49,6.83,104.68,guinea_corn,original_dataset,guinea_corn
12.0,29.0,13.0,22.46,91.53,7.57,118.01,orange,original_dataset,orange
8.0,16.0,6.0,12.23,90.26,7.11,108.42,orange,original_dataset,orange
33.0,75.0,84.0,19.46,18.73,7.22,68.81,chickpea,original_dataset,soybean
113.0,28.0,48.0,28.88,92.49,6.17,24.44,muskmelon,original_dataset,tomatoes
30.0,44.0,16.0,29.73,82.89,6.44,50.92,mungbean,original_dataset,yam
9.0,16.0,36.0,23.78,92.93,5.89,106.98,guinea_corn,original_dataset,guinea_corn
29.0,67.0,21.0,29.79,63.39,6.62,63.02,blackgram,original_dataset,cassava
88.0,35.0,40.0,23.58,83.59,5.85,291.3,rice,original_dataset,rice
0.0,55.0,22.0,22.99,20.58,5.92,143.86,kidneybeans,original_dataset,beans
93.0,47.0,37.0,21.53,82.14,6.5,295.92,rice,original_dataset,rice
34.0,80.0,19.0,31.49,63.06,6.52,71.48,blackgram,original_dataset,cassava
24.0,18.0,6.0,26.57,94.45,6.29,116.38,orange,original_dataset,orange
0.0,5.0,36.0,24.35,90.89,6.15,105.53,guinea_corn,original_dataset,guinea_corn
26.0,15.0,6.0,17.22,94.79,6.91,108.01,orange,original_dataset,orange
18.0,74.0,15.0,24.9,22.28,5.71,146.47,kidneybeans,original_dataset,beans
30.0,65.0,82.0,20.71,15.28,6.11,76.78,chickpea,original_dataset,soybean
11.0,72.0,20.0,19.52,24.93,5.95,113.33,kidneybeans,original_dataset,beans
13.0,22.0,5.0,19.67,90.5,7.76,100.17,orange,original_dataset,orange
69.0,51.0,23.0,22.22,72.85,6.8,106.62,maize,original_dataset,maize
119.0,5.0,55.0,29.69,94.3,6.17,26.84,muskmelon,original_dataset,tomatoes
98.0,8.0,51.0,26.18,86.52,6.26,49.43,pepper,original_dataset,pepper
59.0,70.0,84.0,17.33,18.75,7.55,82.62,chickpea,original_dataset,soybean
68.0,57.0,43.0,26.09,80.38,5.71,182.9,rice,original_dataset,rice
91.0,50.0,40.0,20.82,84.13,6.46,230.22,rice,original_dataset,rice
34.0,59.0,23.0,28.56,83.25,6.94,56.48,mungbean,original_dataset,yam
34.0,10.0,14.0,34.05,92.06,6.73,116.8,orange,original_dataset,orange
115.0,11.0,46.0,24.42,89.4,6.62,40.32,pepper,original_dataset,pepper
102.0,28.0,54.0,25.16,80.28,6.86,55.5,pepper,original_dataset,pepper
112.0,25.0,51.0,25.05,85.57,6.93,56.72,pepper,original_dataset,pepper
59.0,60.0,84.0,19.03,18.67,7.69,94.71,chickpea,original_dataset,soybean
8.0,28.0,37.0,23.88,86.21,6.08,108.31,guinea_corn,original_dataset,guinea_corn
50.0,64.0,25.0,28.84,63.37,6.73,70.25,blackgram,original_dataset,cassava
113.0,6.0,52.0,27.76,90.36,6.74,25.22,muskmelon,original_dataset,tomatoes
4.0,59.0,25.0,27.69,81.94,6.23,54.62,mungbean,original_dataset,yam
95.0,16.0,46.0,27.08,90.14,6.75,24.45,muskmelon,original_dataset,tomatoes
34.0,47.0,19.0,27.31,85.45,6.57,53.15,mungbean,original_dataset,yam
11.0,46.0,24.0,27.65,89.81,6.46,56.53,mungbean,original_dataset,yam
20.0,7.0,9.0,29.48,91.58,7.13,111.17,orange,original_dataset,orange
27.0,59.0,22.0,21.81,23.21,5.79,130.06,kidneybeans,original_dataset,beans
34.0,60.0,22.0,17.66,18.15,5.64,100.67,kidneybeans,original_dataset,beans
5.0,18.0,14.0,33.11,93.48,7.43,119.17,orange,original_dataset,orange
14.0,67.0,15.0,19.56,24.67,5.69,139.29,kidneybeans,original_dataset,beans
59.0,55.0,79.0,20.37,16.9,8.77,82.25,chickpea,original_dataset,soybean
25.0,70.0,16.0,19.63,18.91,5.76,106.36,kidneybeans,original_dataset,beans
74.0,54.0,38.0,25.66,83.47,7.12,217.38,rice,original_dataset,rice
4.0,19.0,42.0,23.83,87.84,6.31,111.22,guinea_corn,original_dataset,guinea_corn
37.0,55.0,82.0,19.46,18.02,6.42,78.45,chickpea,original_dataset,soybean
74.0,58.0,18.0,20.04,56.36,6.73,109.02,maize,original_dataset,maize
101.0,13.0,54.0,25.43,82.91,6.83,56.34,pepper,original_dataset,pepper
49.0,55.0,78.0,18.66,16.18,7.86,81.71,chickpea,original_dataset,soybean
14.0,67.0,22.0,23.83,24.75,5.62,84.64,kidneybeans,original_dataset,beans
110.0,28.0,46.0,24.29,88.05,6.5,51.26,pepper,original_dataset,pepper
94.0,39.0,18.0,23.89,57.49,5.89,102.83,maize,original_dataset,maize
64.0,45.0,43.0,25.63,83.53,5.53,209.9,rice,original_dataset,rice
111.0,5.0,47.0,28.03,91.47,6.27,21.18,muskmelon,original_dataset,tomatoes
40.0,11.0,44.0,24.46,86.11,6.32,111.38,guinea_corn,original_dataset,guinea_corn
31.0,78.0,76.0,17.57,15.0,8.52,89.31,chickpea,original_dataset,soybean
101.0,20.0,48.0,24.68,82.75,6.21,57.06,pepper,original_dataset,pepper
13.0,16.0,8.0,34.74,93.12,6.95,100.2,orange,original_dataset,orange
99.0,50.0,15.0,18.15,71.09,5.57,88.08,maize,original_dataset,maize
40.0,72.0,77.0,17.02,16.99,7.49,88.55,chickpea,original_dataset,soybean
51.0,56.0,18.0,28.13,64.21,6.71,70.86,blackgram,original_dataset,cassava
39.0,37.0,15.0,29.0,83.79,6.82,59.84,mungbean,original_dataset,yam
30.0,20.0,38.0,22.6,93.16,7.06,110.09,guinea_corn,original_dataset,guinea_corn
85.0,21.0,52.0,29.63,90.1,6.08,23.7,muskmelon,original_dataset,tomatoes
114.0,21.0,55.0,25.44,87.94,6.47,57.52,pepper,original_dataset,pepper
79.0,51.0,16.0,25.34,68.5,6.59,96.46,maize,original_dataset,maize
42.0,62.0,75.0,18.18,18.9,7.01,81.85,chickpea,original_dataset,soybean
43.0,68.0,81.0,17.48,17.93,6.76,78.92,chickpea,original_dataset,soybean
33.0,12.0,8.0,25.26,90.31,6.82,117.37,orange,original_dataset,orange
22.0,26.0,38.0,22.92,85.13,6.99,110.24,guinea_corn,original_dataset,guinea_corn
20.0,60.0,25.0,27.33,69.09,6.73,61.19,blackgram,original_dataset,cassava
31.0,5.0,14.0,17.67,91.7,6.58,110.69,orange,original_dataset,orange
109.0,26.0,45.0,28.28,90.39,6.22,21.59,muskmelon,original_dataset,tomatoes
18.0,21.0,35.0,23.28,94.94,6.37,111.14,guinea_corn,original_dataset,guinea_corn
20.0,79.0,77.0,18.55,16.03,7.65,76.33,chickpea,original_dataset,soybean
71.0,60.0,22.0,26.07,59.37,6.2,85.76,maize,original_dataset,maize
75.0,54.0,36.0,26.29,84.57,7.02,257.49,rice,original_dataset,rice
77.0,52.0,17.0,24.86,65.74,5.71,75.82,maize,original_dataset,maize
86.0,59.0,35.0,25.79,82.11,6.95,243.51,rice,original_dataset,rice
109.0,21.0,55.0,24.9,89.74,6.77,57.45,pepper,original_dataset,pepper
13.0,30.0,37.0,20.86,91.62,6.28,106.87,guinea_corn,original_dataset,guinea_corn
104.0,17.0,46.0,25.71,80.23,6.19,43.09,pepper,original_dataset,pepper
99.0,54.0,37.0,21.14,80.34,5.59,198.67,rice,original_dataset,rice
68.0,58.0,38.0,23.22,83.03,6.34,221.21,rice,original_dataset,rice
24.0,67.0,22.0,20.12,22.9,5.62,104.63,kidneybeans,original_dataset,beans
106.0,10.0,49.0,27.73,92.01,6.35,20.21,muskmelon,original_dataset,tomatoes
113.0,20.0,48.0,27.47,94.88,6.44,27.28,muskmelon,original_dataset,tomatoes
31.0,48.0,17.0,28.88,86.94,6.59,53.8,mungbean,original_dataset,yam
48.0,61.0,21.0,30.28,61.69,6.63,65.63,blackgram,original_dataset,cassava
75.0,56.0,18.0,19.4,62.36,5.7,60.95,maize,original_dataset,maize
84.0,44.0,21.0,21.87,61.91,5.85,107.27,maize,original_dataset,maize
34.0,66.0,17.0,18.81,21.28,5.89,125.08,kidneybeans,original_dataset,beans
60.0,38.0,17.0,18.42,64.24,6.47,76.41,maize,original_dataset,maize
24.0,80.0,19.0,29.68,69.09,6.81,65.66,blackgram,original_dataset,cassava
94.0,53.0,40.0,20.28,82.89,5.72,241.97,rice,original_dataset,rice
34.0,71.0,79.0,17.93,15.86,7.73,74.64,chickpea,original_dataset,soybean
37.0,78.0,79.0,19.95,14.83,7.79,88.68,chickpea,original_dataset,soybean
25.0,27.0,41.0,19.2,94.28,6.92,108.04,guinea_corn,original_dataset,guinea_corn
19.0,78.0,16.0,20.65,23.11,5.97,67.72,kidneybeans,original_dataset,beans
44.0,63.0,15.0,26.42,64.51,7.34,63.47,blackgram,original_dataset,cassava
115.0,18.0,53.0,29.17,94.2,6.01,22.07,muskmelon,original_dataset,tomatoes
79.0,45.0,20.0,23.81,59.25,5.72,89.96,maize,original_dataset,maize
7.0,60.0,25.0,28.28,82.76,6.4,56.05,mungbean,original_dataset,yam
93.0,56.0,36.0,24.01,82.06,6.98,185.28,rice,original_dataset,rice
13.0,8.0,12.0,25.16,92.55,7.11,114.31,orange,original_dataset,orange
